stop_id,stop_code,stop_lat,stop_lon,stop_name,stop_url,stop_desc
EMBRA_01,678A,48.5997461406,7.7397166193,Embranchement,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMBRA_02,678B,48.600174508,7.7396321297,Embranchement,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_01,176A,48.553542,7.745347,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_02,176B,48.552842344,7.7441932261,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_03,176C,48.5530553954,7.744140923,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_04,176D,48.5533572167,7.7444024384,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_07,176G,48.553087,7.744382,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_09,176H,48.553101,7.744011,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMTH_01,176E,48.55325,7.743025,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMTH_02,176F,48.55325,7.743025,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENCEN_01,177A,48.5328763364,7.6352351904,Entzheim centre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENCEN_02,177B,48.5327626638,7.6351077855,Entzheim centre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGAR_01,705A,48.547005,7.627954,Entzheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGAR_02,705B,48.547005,7.627954,Entzheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGEL_01,178A,48.580582075,7.7076253295,Engelbreit,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGEL_02,178B,48.5805341646,7.7077567577,Engelbreit,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENOUE_01,179A,48.5313168681,7.6291760802,Entzheim Ouest,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENPAR_01,462A,48.5350325154,7.6395481825,Entzheim Parc,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENPAR_02,462B,48.5351781518,7.6390814781,Entzheim Parc,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ERMIT_01,180A,48.4959975089,7.7172209322,Ermitage,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ERMIT_02,180B,48.4959957315,7.7172799408,Ermitage,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_03,182C,48.616467,7.719799,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_04,182D,48.616492,7.719622,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_05,182E,48.616467,7.719799,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_06,182F,48.616467,7.719799,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_07,182E,48.616467,7.719799,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESMAI_01,183A,48.4841549154,7.7140384912,Eschau Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESMAI_02,183B,48.4840091322,7.7138628066,Eschau Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPER_01,184A,48.4677018853,7.7351018786,Espérance,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_01,185A,48.5782202157,7.7692718804,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_02,185B,48.5785201123,7.7696232498,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_03,185C,48.5782335247,7.769395262,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_04,185D,48.5784642145,7.7694891393,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_05,185A,48.578257,7.769288,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_03,186C,48.5744686961,7.7537432313,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_04,186A,48.575152828,7.7526408434,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_07,186B,48.5751980815,7.7542380989,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_1B,186D,48.5743249474,7.7536547184,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETDOR_01,187A,48.5947455917,7.7109177411,Etoile d'Or,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETDOR_02,187B,48.5948387245,7.7104738355,Etoile d'Or,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETOIL_01,186E,48.5746239798,7.7534817159,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETOIL_02,186F,48.574938095,7.7534642816,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_01,189A,48.57162559,7.7552559972,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_02,189B,48.5715279774,7.7556797862,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_03,189C,48.5716344639,7.7556315064,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_04,189D,48.5719592462,7.7551084757,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EUROF_04,190D,48.52545027,7.7834975203,Eurofret,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EUROF_06,190F,48.524404,7.78276,Eurofret,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EUROF_07,190G,48.524255,7.78246,Eurofret,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAALE_01,191A,48.6535110943,7.8286828101,Faubourg d'Alençon,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAALE_02,191B,48.6535412165,7.8282362223,Faubourg d'Alençon,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAANS_01,192A,48.5525023477,7.6735465229,Faisans,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAANS_02,192B,48.5521765527,7.6727794111,Faisans,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FANAG_01,193A,48.5824230421,7.7368627489,Faubourg National,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FANAG_02,193B,48.5824194933,7.7364215255,Faubourg National,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPAI_01,194A,48.519812085,7.7092118561,Faubourg de la Paix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPAI_02,194B,48.5202206992,7.7088779211,Faubourg de la Paix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPIE_01,195A,48.5874940051,7.7462115884,Faubourg de Pierre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPIE_02,195B,48.5874904567,7.7463510633,Faubourg de Pierre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FARIE_01,196A,48.5344286524,7.760373652,Faisanderie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FARIE_02,196B,48.5347048318,7.760451436,Faisanderie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_01,197A,48.585302,7.740354,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_04,197C,48.5854353525,7.7403737045,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_05,197D,48.5854158353,7.7402489818,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_06,197E,48.585982,7.740858,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEDER_01,199A,48.5642464337,7.7386088669,Fédération,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEDER_02,199B,48.5641417067,7.7387188375,Fédération,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEMAI_03,210A,48.4904676357,7.6799288392,Fegersheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEMAI_04,210B,48.4904996328,7.6798322797,Fegersheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FISCH_01,213A,48.6188151693,7.7880205214,Fischacker,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FISCH_02,213B,48.618719421,7.7874331176,Fischacker,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLEUR_01,785A,48.584897,7.643882,Fleurs,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLEUR_02,785B,48.584626,7.643115,Fleurs,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLORA_01,214A,48.5368751408,7.6430203021,Floralies,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLORA_02,214B,48.5367685812,7.6430363953,Floralies,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOCHH_01,215A,48.6277234038,7.7537512779,Foch,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOCHH_02,215B,48.6278528182,7.7538464963,Foch,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FODES_01,216A,48.634658,7.727744,Fort Desaix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FODES_04,216B,48.634727,7.727858,Fort Desaix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLEF_01,748A,48.524893,7.690099,Fort Lefèbvre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLEF_02,748B,48.525185,7.689684,Fort Lefèbvre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLOU_01,217A,48.6048331015,7.7778603137,Fort Louis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLOU_02,217B,48.605172746,7.7778857946,Fort Louis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONDE_01,218A,48.609207,7.745101,Fondeur,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONDE_02,218B,48.608528,7.745191,Fondeur,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONTA_03,784A,48.6242751843,7.75465,Fontaine,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONTA_04,784B,48.623925917,7.754987,Fontaine,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORGE_03,728A,48.585174,7.706875,Forges,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORGE_04,728B,48.585203,7.707004,Forges,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORLE_01,822A,48.536046,7.68352,Forlen,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORLE_02,822B,48.536121,7.683198,Forlen,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOUHR_01,221A,48.5144802556,7.7232585847,Illkirch Fort Uhrich,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOUHR_02,221B,48.5144802556,7.7232585847,Illkirch Fort Uhrich,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOUHR_03,221C,48.514609,7.723121,Illkirch Fort Uhrich,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRCOM_01,223A,48.551968824,7.7517570555,Franche Comté,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRCOM_02,223B,48.5517309114,7.7515169978,Franche Comté,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FREBE_01,224A,48.5552258054,7.7350629866,Frères Eberts,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FREBE_02,224B,48.5553225617,7.7348336577,Frères Eberts,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLAR_01,809A,48.664326,7.771268,François de Larderel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLAR_02,809B,48.664488,7.771449,François de Larderel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLUM_01,225A,48.6145258198,7.7382816374,Frères Lumière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLUM_02,225B,48.614477055,7.7382829785,Frères Lumière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUAMB_01,227A,48.62604985,7.8040346503,Fuchs am Buckel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUAMB_02,227B,48.6259620933,7.8038723767,Fuchs am Buckel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUGLA_01,228A,48.6051417081,7.7595515549,Futura Glacière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUGLA_02,228B,48.6049794238,7.7592149377,Futura Glacière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUMAR_01,229A,48.491351105,7.7299788594,Fusiliers Marins,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUMAR_02,229B,48.4913555489,7.7298997343,Fusiliers Marins,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_01,230E,48.5854403086,7.7356369793,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_02,230B,48.5854864401,7.7359347045,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_03,230E,48.5850419794,7.7352279425,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_06,230L,48.5854618669,7.7355660437,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_07,230M,48.5852313934,7.7354580338,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_09,230C,48.5851584132,7.7355161681,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_10,230D,48.5850960956,7.7354827523,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_11,230G,48.5858155691,7.7359883487,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_20,230R,48.584547,7.734932,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACTN_01,230E,48.5851014185,7.735260129,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACTN_04,230R,48.584547,7.734932,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAERT_01,231A,48.632094,7.728319,Gaertel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAERT_02,231B,48.632104,7.728423,Gaertel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAFOR_01,232A,48.6210882527,7.7872413397,Gardes Forestiers,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAFOR_02,232B,48.6212602369,7.7872118354,Gardes Forestiers,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_01,233C,48.58442097,7.759000361,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_02,233D,48.5844582308,7.759232372,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_03,233A,48.5842949929,7.7585309744,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_04,233B,48.5844520206,7.7582292259,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAMAR_01,718A,48.591842,7.732548,Gare aux Marchandises,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAMAR_02,718B,48.591811,7.732639,Gare aux Marchandises,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEBUR_01,235A,48.6151677382,7.7291822433,Georges Burger,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEBUR_02,235B,48.6151437994,7.7297133207,Georges Burger,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GECEN_03,236B,48.523094,7.691774,Geispolsheim Centre Commercial,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GECEN_04,236C,48.522218,7.692391,Geispolsheim Centre Commercial,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEGAR_01,237A,48.5184236603,7.6834304631,Geispolsheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEGAR_02,237B,48.5187825402,7.6838475466,Geispolsheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEGAR_07,237C,48.521081,7.685458,Geispolsheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEGAU_01,238A,48.6216228202,7.7637854218,Général de Gaulle,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEGAU_02,238B,48.6216245932,7.7641569078,Général de Gaulle,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GELEC_01,239A,48.6550721112,7.8312952816,Général Leclerc,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GELEC_02,239B,48.6558401988,7.8307829797,Général Leclerc,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GELEJ_01,240A,48.6129928077,7.7883303165,Général Lejeune,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GELEJ_02,240B,48.6129076882,7.7883061767,Général Lejeune,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEMAI_01,241A,48.5151198916,7.6427400112,Geispolsheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEMAI_02,241B,48.5149626485,7.6421137154,Geispolsheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEOUE_01,243A,48.5150603702,7.6406022906,Geispolsheim Ouest,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEOUE_02,243B,48.5150603702,7.6406022906,Geispolsheim Ouest,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEOUE_04,243C,48.514631,7.639831,Geispolsheim Ouest,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEROL_01,712A,48.581864,7.71503,Geroldseck,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEROL_02,712B,48.582396,7.714703,Geroldseck,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEZOI_01,244A,48.5318301836,7.6851001382,Geispolsheim ZI,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GEZOI_02,244B,48.5288390263,7.6856097579,Geispolsheim ZI,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GLAUB_01,245A,48.5430880683,7.764249444,Glaubitz,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GLAUB_02,245B,48.5433792944,7.764698714,Glaubitz,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GLIES_01,246A,48.5679002047,7.7092319727,Gliesberg,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GLIES_02,246B,48.5676588172,7.7091541886,Gliesberg,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GLOEC_01,247B,48.504503,7.602833,Gloeckelsberg,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GLOEC_02,247A,48.5045853029,7.6042918861,Gloeckelsberg,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GOLBE_01,248A,48.5874629563,7.7667988837,Golbery,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GOLBE_02,248B,48.587125854,7.7660532296,Golbery,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GOLDS_01,249A,48.5335192923,7.7714887261,Goldschmidt,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GOLDS_02,249B,48.5333709869,7.7714726329,Goldschmidt,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRAVI_01,420A,48.5613051205,7.7642387152,Gravière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRAVI_02,420B,48.561494172,7.7645324171,Gravière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRGAR_01,749A,48.53242,7.69118,Graffenstaden Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRGAR_02,749B,48.532655,7.69133,Graffenstaden Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRGAR_03,749C,48.532851,7.689414,Graffenstaden Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRGAR_04,749D,48.532851,7.689414,Graffenstaden Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GRUBE_01,252A,48.5786576382,7.7095967531,Grüber,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
