route_id,service_id,trip_id,trip_headsign,direction_id,block_id
88-481,21PVSB-88-Semaine-01,17194035-21PVSB-88-Semaine-01,"Lingolsheim",1,1193398
88-481,21PVSB-88-Semaine-01,17194036-21PVSB-88-Semaine-01,"Lingolsheim",1,1193395
88-481,21PVSB-88-Semaine-01,17194037-21PVSB-88-Semaine-01,"Lingolsheim",1,1193399
88-481,21PVSB-88-Semaine-01,17194038-21PVSB-88-Semaine-01,"Lingolsheim",1,1193397
88-481,21PVSB-88-Semaine-01,17194039-21PVSB-88-Semaine-01,"Lingolsheim",1,1193398
88-481,21PVSB-88-Semaine-01,17194040-21PVSB-88-Semaine-01,"Lingolsheim",1,1193399
88-481,21PVSB-88-Semaine-01,17194041-21PVSB-88-Semaine-01,"Lingolsheim",1,1193396
88-481,21PVSB-88-Semaine-01,17194042-21PVSB-88-Semaine-01,"Lingolsheim",1,1193398
88-481,21PVSB-88-Semaine-01,17194043-21PVSB-88-Semaine-01,"Lingolsheim",1,1193395
88-481,21PVSB-88-Semaine-01,17194044-21PVSB-88-Semaine-01,"Lingolsheim",1,1193399
88-481,21PVSB-88-Semaine-01,17194047-21PVSB-88-Semaine-01,"Montagne Verte",0,1193396
88-481,21PVSB-88-Semaine-01,17194048-21PVSB-88-Semaine-01,"Montagne Verte",0,1193395
88-481,21PVSB-88-Semaine-01,17194050-21PVSB-88-Semaine-01,"Montagne Verte",0,1193399
88-481,21PVSB-88-Semaine-01,17194051-21PVSB-88-Semaine-01,"Montagne Verte",0,1193396
88-481,21PVSB-88-Semaine-01,17194052-21PVSB-88-Semaine-01,"Montagne Verte",0,1193395
88-481,21PVSB-88-Semaine-01,17194053-21PVSB-88-Semaine-01,"Montagne Verte",0,1193398
88-481,21PVSB-88-Semaine-01,17194054-21PVSB-88-Semaine-01,"Montagne Verte",0,1193399
88-481,21PVSB-88-Semaine-01,17194056-21PVSB-88-Semaine-01,"Lingolsheim",1,1193396
88-481,21PVSB-88-Semaine-01,17194057-21PVSB-88-Semaine-01,"Montagne Verte",0,1193397
88-481,21PVSB-88-Semaine-01,17194061-21PVSB-88-Semaine-01,"Lingolsheim",1,1193395
88-481,21PVSB-88-Semaine-01,17194062-21PVSB-88-Semaine-01,"Montagne Verte",0,1193395
88-481,21PVSB-88-Semaine-01,17199446-21PVSB-88-Semaine-01,"Lingolsheim",1,1193396
88-481,21PVSB-88-Samedi-00,17200117-21PVSB-88-Samedi-00,"Ostwald",0,1193695
88-481,21PVSB-88-Samedi-00,17200119-21PVSB-88-Samedi-00,"Ostwald",0,1193694
88-481,21PVSB-88-Samedi-00,17200120-21PVSB-88-Samedi-00,"Ostwald",0,1193695
88-481,21PVSB-88-Samedi-00,17200122-21PVSB-88-Samedi-00,"Ostwald",0,1193694
88-481,21PVSB-88-Samedi-00,17200123-21PVSB-88-Samedi-00,"Ostwald",0,1193695
88-481,21PVSB-88-Samedi-00,17200124-21PVSB-88-Samedi-00,"Ostwald",0,1193694
88-481,21PVSB-88-Samedi-00,17200136-21PVSB-88-Samedi-00,"Ostwald",0,1193695
88-481,21PVSB-88-Samedi-00,17200144-21PVSB-88-Samedi-00,"Ostwald",0,1193694
88-481,21PVSB-88-Samedi-00,17200150-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200151-21PVSB-88-Samedi-00,"Lingolsheim",1,1193695
88-481,21PVSB-88-Samedi-00,17200152-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200153-21PVSB-88-Samedi-00,"Lingolsheim",1,1193695
88-481,21PVSB-88-Samedi-00,17200154-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200155-21PVSB-88-Samedi-00,"Lingolsheim",1,1193695
88-481,21PVSB-88-Samedi-00,17200156-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200157-21PVSB-88-Samedi-00,"Lingolsheim",1,1193695
88-481,21PVSB-88-Samedi-00,17200158-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200160-21PVSB-88-Samedi-00,"Lingolsheim",1,1193695
88-481,21PVSB-88-Samedi-00,17200161-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200163-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Samedi-00,17200164-21PVSB-88-Samedi-00,"Lingolsheim",1,1193694
88-481,21PVSB-88-Dimanche-00,17204612-21PVSB-88-Dimanche-00,"Ostwald",0,1193703
88-481,21PVSB-88-Dimanche-00,17204616-21PVSB-88-Dimanche-00,"Ostwald",0,1193704
88-481,21PVSB-88-Dimanche-00,17204618-21PVSB-88-Dimanche-00,"Ostwald",0,1193704
88-481,21PVSB-88-Dimanche-00,17204619-21PVSB-88-Dimanche-00,"Ostwald",0,1193703
88-481,21PVSB-88-Dimanche-00,17204620-21PVSB-88-Dimanche-00,"Ostwald",0,1193704
88-481,21PVSB-88-Dimanche-00,17204621-21PVSB-88-Dimanche-00,"Ostwald",0,1193703
88-481,21PVSB-88-Dimanche-00,17204622-21PVSB-88-Dimanche-00,"Ostwald",0,1193704
88-481,21PVSB-88-Dimanche-00,17204623-21PVSB-88-Dimanche-00,"Ostwald",0,1193703
88-481,21PVSB-88-Dimanche-00,17204631-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193704
88-481,21PVSB-88-Dimanche-00,17204632-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
88-481,21PVSB-88-Dimanche-00,17204633-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193704
88-481,21PVSB-88-Dimanche-00,17204634-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
88-481,21PVSB-88-Dimanche-00,17204635-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193704
88-481,21PVSB-88-Dimanche-00,17204636-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
88-481,21PVSB-88-Dimanche-00,17204637-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193704
88-481,21PVSB-88-Dimanche-00,17204638-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
88-481,21PVSB-88-Dimanche-00,17204639-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193704
88-481,21PVSB-88-Dimanche-00,17204640-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
88-481,21PVSB-88-Dimanche-00,17204641-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
88-481,21PVSB-88-Dimanche-00,17204642-21PVSB-88-Dimanche-00,"Lingolsheim",1,1193703
72-1109,21SEPPVSAF-72-Semaine-01,16230360-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230361-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230362-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230363-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130229
72-1109,21SEPPVSAF-72-Semaine-01,16230364-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130222
72-1109,21SEPPVSAF-72-Semaine-01,16230365-21SEPPVSAF-72-Semaine-01,"République",1,1130229
72-1109,21SEPPVSAF-72-Semaine-01,16230366-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230367-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230368-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130228
72-1109,21SEPPVSAF-72-Semaine-01,16230369-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230370-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230371-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230372-21SEPPVSAF-72-Semaine-01,"République",1,1130228
72-1109,21SEPPVSAF-72-Semaine-01,16230373-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230374-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230375-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230376-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130227
72-1109,21SEPPVSAF-72-Semaine-01,16230377-21SEPPVSAF-72-Semaine-01,"République",1,1130227
72-1109,21SEPPVSAF-72-Semaine-01,16230378-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230379-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230380-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230381-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230382-21SEPPVSAF-72-Semaine-01,"République",1,1130226
72-1109,21SEPPVSAF-72-Semaine-01,16230383-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230384-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130225
72-1109,21SEPPVSAF-72-Semaine-01,16230385-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230386-21SEPPVSAF-72-Semaine-01,"République",1,1130220
72-1109,21SEPPVSAF-72-Semaine-01,16230387-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230388-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230389-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230390-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130223
72-1109,21SEPPVSAF-72-Semaine-01,16230391-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230392-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230393-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230394-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230395-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230396-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230397-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230398-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230399-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230400-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230401-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130224
72-1109,21SEPPVSAF-72-Semaine-01,16230402-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230403-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,1130221
72-1109,21SEPPVSAF-72-Semaine-01,16230404-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230405-21SEPPVSAF-72-Semaine-01,"République",1,1130230
72-1109,21SEPPVSAF-72-Semaine-01,16230406-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230407-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230408-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230409-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230410-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230411-21SEPPVSAF-72-Semaine-01,"République",1,
72-1109,21SEPPVSAF-72-Semaine-01,16230412-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230413-21SEPPVSAF-72-Semaine-01,"La Wantzenau ZA",0,
72-1109,21SEPPVSAF-72-Semaine-01,16230417-21SEPPVSAF-72-Semaine-01,"République",1,
75-1225,21SEPPVSAF-75-Semaine-31,17044322-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184405
75-1225,21SEPPVSAF-75-Semaine-31,17044324-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044325-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044326-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044327-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044328-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044330-21SEPPVSAF-75-Semaine-31,"Mundolsheim Parc",0,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044331-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044332-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044333-21SEPPVSAF-75-Semaine-31,"Mundolsheim Parc",0,1184405
75-1225,21SEPPVSAF-75-Semaine-31,17044334-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044336-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044337-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044338-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044339-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044340-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044341-21SEPPVSAF-75-Semaine-31,"Mundolsheim Parc",0,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044342-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044343-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044344-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044345-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044346-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044347-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044348-21SEPPVSAF-75-Semaine-31,"Mundolsheim Parc",0,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044349-21SEPPVSAF-75-Semaine-31,"Vendenheim Mairie",0,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044350-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044351-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044352-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044353-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044354-21SEPPVSAF-75-Semaine-31,"Eckwersheim Hippodrome",0,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044355-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044356-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184405
75-1225,21SEPPVSAF-75-Semaine-31,17044357-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044359-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044360-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044361-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044362-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044363-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044364-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044365-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184407
75-1225,21SEPPVSAF-75-Semaine-31,17044369-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044370-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184404
75-1225,21SEPPVSAF-75-Semaine-31,17044371-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184403
75-1225,21SEPPVSAF-75-Semaine-31,17044372-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044373-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044374-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044375-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184406
75-1225,21SEPPVSAF-75-Semaine-31,17044376-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184408
75-1225,21SEPPVSAF-75-Semaine-31,17044377-21SEPPVSAF-75-Semaine-31,"Les Halles",1,1184407
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853929-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853930-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853931-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853932-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853933-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853934-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853935-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853936-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853937-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853938-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853939-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853940-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853941-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853942-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853943-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853944-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853945-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853946-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853947-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853948-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853949-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853950-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853951-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853952-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853953-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853954-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853955-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853956-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853957-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187866
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853958-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853959-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853960-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853961-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853962-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187860
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853963-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853964-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853965-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853966-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853967-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853968-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853969-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853970-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853971-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853972-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853973-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853974-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853975-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853976-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853977-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853978-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853979-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853980-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187867
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853981-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853982-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853983-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187867
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853984-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853985-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853986-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187867
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853987-21SEPPVSAF-KEOREG-Semaine-98,"Illkirch Parc Innovation",0,1187865
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853988-21SEPPVSAF-KEOREG-Semaine-98,"Lipsheim Gare",0,1187864
63-915,21SEPPVSAF-KEOREG-Semaine-98,15853989-21SEPPVSAF-KEOREG-Semaine-98,"Campus Illkirch",1,1187867
