route_id,service_id,trip_id,trip_headsign,direction_id,block_id
A-1357,21SEPW-A-D-Dimanche-02,16431210-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144432
A-1357,21SEPW-A-D-Dimanche-02,16431211-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144430
A-1357,21SEPW-A-D-Dimanche-02,16431212-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144426
A-1357,21SEPW-A-D-Dimanche-02,16431213-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144427
A-1357,21SEPW-A-D-Dimanche-02,16431214-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144431
A-1357,21SEPW-A-D-Dimanche-02,16431215-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144425
A-1357,21SEPW-A-D-Dimanche-02,16431216-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144429
A-1357,21SEPW-A-D-Dimanche-02,16431217-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144424
A-1357,21SEPW-A-D-Dimanche-02,16431219-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144428
A-1357,21SEPW-A-D-Dimanche-02,16431220-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144426
A-1357,21SEPW-A-D-Dimanche-02,16431221-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144425
A-1357,21SEPW-A-D-Dimanche-02,16431222-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144432
A-1357,21SEPW-A-D-Dimanche-02,16431223-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144424
A-1357,21SEPW-A-D-Dimanche-02,16431225-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144429
A-1357,21SEPW-A-D-Dimanche-02,16431226-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144430
A-1357,21SEPW-A-D-Dimanche-02,16431227-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144428
A-1357,21SEPW-A-D-Dimanche-02,16431229-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144431
A-1357,21SEPW-A-D-Dimanche-02,16431239-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144429
A-1357,21SEPW-A-D-Dimanche-02,16431242-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144432
A-1357,21SEPW-A-D-Dimanche-02,16431243-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144427
A-1357,21SEPW-A-D-Dimanche-02,16431247-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144428
A-1357,21SEPW-A-D-Dimanche-02,16431251-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144431
A-1357,21SEPW-A-D-Dimanche-02,16431252-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144425
A-1357,21SEPW-A-D-Dimanche-02,16431253-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144427
A-1357,21SEPW-A-D-Dimanche-02,16431254-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144430
A-1357,21SEPW-A-D-Dimanche-02,16431255-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144429
A-1357,21SEPW-A-D-Dimanche-02,16431256-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144425
A-1357,21SEPW-A-D-Dimanche-02,16431257-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144431
A-1357,21SEPW-A-D-Dimanche-02,16431258-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144432
A-1357,21SEPW-A-D-Dimanche-02,16431259-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144428
A-1357,21SEPW-A-D-Dimanche-02,16431260-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144429
A-1357,21SEPW-A-D-Dimanche-02,16431261-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144432
A-1357,21SEPW-A-D-Dimanche-02,16431262-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144428
A-1357,21SEPW-A-D-Dimanche-02,16431263-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144430
A-1357,21SEPW-A-D-Dimanche-02,16431264-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144427
A-1357,21SEPW-A-D-Dimanche-02,16431265-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144427
A-1357,21SEPW-A-D-Dimanche-02,16431266-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144431
A-1357,21SEPW-A-D-Dimanche-02,16431267-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144425
A-1357,21SEPW-A-D-Dimanche-02,16431268-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144429
A-1357,21SEPW-A-D-Dimanche-02,16431269-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144428
A-1357,21SEPW-A-D-Dimanche-02,16431270-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144430
A-1357,21SEPW-A-D-Dimanche-02,16431271-21SEPW-A-D-Dimanche-02,"Illkirch Graffenstaden",0,1144425
A-1357,21SEPW-A-D-Dimanche-02,16431272-21SEPW-A-D-Dimanche-02,"Parc des Sports",1,1144432
D-1357,21SEPW-A-D-Dimanche-02,16431283-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431287-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431288-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431289-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431290-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431291-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431292-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431293-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431294-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431295-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431296-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431297-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431298-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431299-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431300-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431302-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431307-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431308-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431309-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431310-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431311-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431312-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431313-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431314-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431315-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431316-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431317-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431318-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431319-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431320-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431321-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431322-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431323-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431324-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431325-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431326-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431327-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431328-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431329-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431330-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431331-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431339-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431340-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431341-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431342-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431343-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431344-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431345-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431346-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431347-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431348-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431349-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431350-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431351-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431352-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431353-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431354-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431355-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431356-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431357-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431358-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431359-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431360-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431361-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431362-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431363-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431364-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431365-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431366-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431367-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431368-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431369-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431370-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431371-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431372-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431373-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431374-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431375-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431376-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431377-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431378-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431379-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431380-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431381-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431382-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431383-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431384-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431385-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431386-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431387-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431389-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431391-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431392-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431393-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431394-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431395-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431396-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431397-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431398-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431399-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431400-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431401-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431402-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431403-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431404-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431405-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431406-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431407-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431408-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431409-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431410-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431411-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431412-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431413-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431414-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431415-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431416-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431417-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431418-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431419-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431420-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431421-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431422-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431423-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431424-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431425-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431426-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431427-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431428-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431429-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431430-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431431-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431432-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431433-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431434-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431435-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431436-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431437-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431438-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431439-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431440-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431441-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431442-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431443-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431444-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431445-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431446-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431448-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431449-21SEPW-A-D-Dimanche-02,"Poteries",1,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431450-21SEPW-A-D-Dimanche-02,"Poteries",1,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431451-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431455-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431461-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431462-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431463-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431464-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431465-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431466-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431467-21SEPW-A-D-Dimanche-02,"Poteries",1,1144440
D-1357,21SEPW-A-D-Dimanche-02,16431468-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431469-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431470-21SEPW-A-D-Dimanche-02,"Poteries",1,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431471-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431472-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431473-21SEPW-A-D-Dimanche-02,"Poteries",1,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431474-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431475-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431476-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144438
D-1357,21SEPW-A-D-Dimanche-02,16431477-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431478-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431479-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431480-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431481-21SEPW-A-D-Dimanche-02,"Poteries",1,1144436
D-1357,21SEPW-A-D-Dimanche-02,16431482-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144439
D-1357,21SEPW-A-D-Dimanche-02,16431483-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144433
D-1357,21SEPW-A-D-Dimanche-02,16431484-21SEPW-A-D-Dimanche-02,"Poteries",1,1144435
D-1357,21SEPW-A-D-Dimanche-02,16431485-21SEPW-A-D-Dimanche-02,"Poteries",1,1144437
D-1357,21SEPW-A-D-Dimanche-02,16431486-21SEPW-A-D-Dimanche-02,"Port du Rhin",0,1144434
D-1357,21SEPW-A-D-Dimanche-02,16431499-21SEPW-A-D-Dimanche-02,"Kehl Rathaus",0,1144435
D-1357,21SEPW-A-D-Dimanche-85,17015488-21SEPW-A-D-Dimanche-85,"Poteries",1,1183324
A-1357,21SEPW-A-D-Dimanche-85,17016928-21SEPW-A-D-Dimanche-85,"Parc des Sports",1,1183326
A-1357,21SEPW-A-D-Dimanche-85,17016929-21SEPW-A-D-Dimanche-85,"Illkirch Graffenstaden",0,1183335
A-1357,21SEPW-A-D-Dimanche-85,17016930-21SEPW-A-D-Dimanche-85,"Parc des Sports",1,1183335
A-1357,21SEPW-A-D-Dimanche-85,17016933-21SEPW-A-D-Dimanche-85,"Parc des Sports",1,1183327
A-1357,21SEPW-A-D-Dimanche-85,17016935-21SEPW-A-D-Dimanche-85,"Parc des Sports",1,1183338
D-1357,21SEPW-A-D-Dimanche-85,17016936-21SEPW-A-D-Dimanche-85,"Poteries",1,1183334
D-1357,21SEPW-A-D-Dimanche-85,17016938-21SEPW-A-D-Dimanche-85,"Poteries",1,1183334
A-1357,21SEPW-A-D-Dimanche-85,17016939-21SEPW-A-D-Dimanche-85,"Illkirch Graffenstaden",0,1183339
A-1357,21SEPW-A-D-Dimanche-85,17016940-21SEPW-A-D-Dimanche-85,"Illkirch Graffenstaden",0,1183338
D-1357,21SEPW-A-D-Dimanche-85,17016942-21SEPW-A-D-Dimanche-85,"Kehl Rathaus",0,1183334
